Режим подачи заявки,Порядок подачи заявки,Направление,Дневная/вечерняя форма обучения,Предыдущее образование,Предыдущее образование (оценка),Вступительный балл,Перемещенный,Образовательные специальные потребности,Пол,Возраст при зачислении,Получатель стипендии,Международный статус,Уровень безработицы,Уровень инфляции,ВВП
7,1,9991,0,3,120.0,120.0,0,0,1,46,0,0,11.1,0.6,2.02
17,1,9085,1,1,133.1,130.0,0,0,1,22,0,0,7.6,2.6,0.32
7,1,9003,1,3,130.0,130.0,0,0,1,27,0,0,16.2,0.3,-0.92
1,2,9119,1,1,126.0,122.5,1,0,1,20,0,0,8.9,1.4,3.51
51,1,9147,1,1,130.0,115.7,0,0,1,20,0,0,8.9,1.4,3.51
42,1,9119,1,1,140.0,120.0,0,0,1,31,0,0,12.7,3.7,-1.7
1,1,9119,1,1,140.0,166.0,1,0,1,20,0,0,9.4,-0.8,-3.12
17,1,9773,1,1,145.0,132.8,1,0,1,21,0,0,10.8,1.4,1.74
17,1,9147,1,1,133.1,100.0,0,0,1,21,0,0,16.2,0.3,-0.92
1,1,9147,1,1,127.0,121.8,0,0,1,19,0,0,16.2,0.3,-0.92
17,4,9147,1,1,114.0,109.5,1,0,1,20,1,0,8.9,1.4,3.51
1,1,9003,1,1,140.0,138.3,0,0,1,18,0,0,12.4,0.5,1.79
1,2,9773,1,1,140.0,131.6,0,0,1,18,1,0,16.2,0.3,-0.92
39,1,9500,1,1,120.0,125.3,0,0,1,30,0,0,12.4,0.5,1.79
39,1,9254,1,19,133.1,101.5,0,0,1,34,0,0,15.5,2.8,-4.06
17,1,9670,1,1,115.0,109.1,0,0,1,21,0,0,11.1,0.6,2.02
44,1,9070,1,39,123.9,123.9,0,0,1,20,0,0,16.2,0.3,-0.92
1,1,9500,1,1,157.0,143.0,0,0,1,18,0,0,12.7,3.7,-1.7
1,1,171,1,1,127.0,126.3,1,0,1,21,0,0,16.2,0.3,-0.92
42,1,9003,1,1,120.0,113.3,0,0,1,26,0,0,12.4,0.5,1.79
17,1,9119,1,1,130.0,119.9,1,0,1,20,0,0,9.4,-0.8,-3.12
44,1,9003,1,39,140.0,140.0,0,0,1,25,0,0,15.5,2.8,-4.06
17,1,9670,1,1,109.0,108.0,0,0,1,19,0,0,7.6,2.6,0.32
39,2,9147,1,1,143.0,100.0,1,0,1,24,0,0,9.4,-0.8,-3.12
1,1,9130,1,1,125.0,132.4,0,0,1,20,0,0,7.6,2.6,0.32
1,1,9147,1,1,136.0,137.1,0,0,1,20,0,0,12.7,3.7,-1.7
5,3,9070,1,1,157.0,138.1,1,0,0,18,0,0,10.8,1.4,1.74
39,1,9556,1,1,160.0,130.0,0,0,0,25,0,0,12.7,3.7,-1.7
17,1,9254,1,1,116.0,109.7,1,0,0,22,0,0,11.1,0.6,2.02
43,1,8014,0,1,113.0,128.2,0,0,0,41,0,0,9.4,-0.8,-3.12
1,2,9147,1,1,130.0,117.8,0,0,0,19,1,0,12.7,3.7,-1.7
43,1,9130,1,1,150.0,150.0,1,0,0,21,0,0,13.9,-0.3,0.79
39,1,9085,1,1,110.0,160.0,1,0,0,30,0,0,13.9,-0.3,0.79
1,5,9500,1,1,101.0,104.5,1,0,0,21,1,0,11.1,0.6,2.02
39,2,9556,1,1,110.0,112.8,0,0,0,26,1,0,10.8,1.4,1.74
15,1,9670,1,1,133.1,100.0,0,0,0,21,0,1,11.1,0.6,2.02
1,1,9500,1,1,138.0,132.5,1,0,0,18,0,0,10.8,1.4,1.74
1,4,9085,1,1,138.0,123.3,1,0,0,19,1,0,12.4,0.5,1.79
1,2,9085,1,1,141.0,128.9,1,0,0,18,1,0,8.9,1.4,3.51
17,2,9147,1,1,129.0,128.3,1,0,0,19,0,0,12.7,3.7,-1.7
43,1,9085,1,1,127.0,100.0,0,0,0,21,0,0,13.9,-0.3,0.79
17,2,9147,1,1,133.0,120.1,1,0,0,18,1,0,13.9,-0.3,0.79
39,1,9500,1,1,100.0,160.0,1,0,0,24,1,0,10.8,1.4,1.74
1,1,9130,1,1,138.0,123.0,1,0,0,21,0,0,12.7,3.7,-1.7
44,1,9085,1,39,150.0,150.0,1,0,0,23,0,0,16.2,0.3,-0.92
17,2,9500,1,1,129.0,124.0,1,0,0,18,1,0,10.8,1.4,1.74
39,1,9085,1,1,130.0,120.0,0,0,0,26,0,0,11.1,0.6,2.02
1,1,9130,1,1,133.0,120.4,1,0,0,20,0,0,9.4,-0.8,-3.12
1,1,9238,1,1,133.0,131.6,0,0,0,18,0,0,11.1,0.6,2.02
1,1,9238,1,1,107.0,104.2,1,0,0,20,0,0,11.1,0.6,2.02
1,1,9500,1,1,131.0,122.0,1,0,0,20,0,0,12.7,3.7,-1.7
17,2,9238,1,1,118.0,110.7,1,1,0,18,0,0,12.7,3.7,-1.7
1,4,9773,1,1,136.0,121.7,1,0,0,22,1,0,12.4,0.5,1.79
1,1,9500,1,1,125.0,126.0,1,0,0,20,0,0,7.6,2.6,0.32
17,4,9500,1,1,137.0,128.4,1,0,0,19,1,0,13.9,-0.3,0.79
1,1,9130,1,1,144.0,134.9,1,0,0,18,0,0,15.5,2.8,-4.06
17,2,9147,1,1,146.0,143.9,0,0,0,18,0,0,13.9,-0.3,0.79
1,4,9085,1,1,145.0,145.0,1,0,0,19,1,0,10.8,1.4,1.74
1,2,9070,1,1,126.0,132.0,1,0,0,19,1,0,10.8,1.4,1.74
17,1,8014,0,1,141.0,136.1,0,0,0,24,0,0,7.6,2.6,0.32
1,1,9238,1,1,141.0,138.9,0,0,0,21,0,0,10.8,1.4,1.74
1,1,9238,1,1,133.1,102.0,1,0,0,20,1,0,11.1,0.6,2.02
39,1,9254,1,1,133.1,123.0,0,0,0,28,1,0,13.9,-0.3,0.79
1,2,9853,1,1,127.0,137.5,1,0,0,21,0,0,7.6,2.6,0.32
1,1,9500,1,1,106.0,102.2,1,0,1,20,0,0,11.1,0.6,2.02
42,1,9003,1,1,130.0,105.3,0,0,1,36,0,0,16.2,0.3,-0.92
39,1,9991,0,1,110.0,130.0,0,0,1,42,0,0,12.7,3.7,-1.7
39,1,9991,0,1,150.0,122.5,0,0,1,47,0,0,7.6,2.6,0.32
39,1,9119,1,1,160.0,112.0,0,0,1,25,0,0,9.4,-0.8,-3.12
39,1,9670,1,12,170.0,110.0,0,0,1,25,1,0,15.5,2.8,-4.06
39,1,8014,0,19,133.1,149.5,0,0,1,48,0,0,12.4,0.5,1.79
43,1,9991,0,1,120.0,141.0,0,0,1,32,1,0,10.8,1.4,1.74
7,1,9991,0,40,130.0,130.0,0,0,1,38,0,0,8.9,1.4,3.51
7,1,9238,1,40,130.0,130.0,0,0,1,37,0,0,15.5,2.8,-4.06
39,2,9147,1,1,120.0,104.0,0,0,1,26,0,0,10.8,1.4,1.74
44,1,9085,1,39,110.0,110.0,0,0,1,23,0,0,13.9,-0.3,0.79
44,1,9003,1,39,120.0,120.0,0,0,1,23,0,0,15.5,2.8,-4.06
44,1,9003,1,39,130.0,130.0,0,0,1,20,0,0,12.4,0.5,1.79
39,1,9500,1,4,150.0,127.0,1,0,1,26,0,0,11.1,0.6,2.02
43,1,8014,0,1,120.0,100.0,0,0,0,45,0,0,12.7,3.7,-1.7
39,1,8014,0,19,100.0,111.0,1,0,0,26,1,0,7.6,2.6,0.32
43,1,8014,0,3,133.1,130.0,0,0,0,26,0,0,7.6,2.6,0.32
39,1,9991,0,1,130.0,130.1,0,0,0,25,0,0,10.8,1.4,1.74
16,4,9500,1,1,145.0,127.5,1,0,0,18,0,0,9.4,-0.8,-3.12
7,1,9500,1,3,130.0,130.0,1,0,0,27,0,0,12.7,3.7,-1.7
17,3,8014,0,1,115.0,115.0,0,0,0,24,0,0,10.8,1.4,1.74
17,1,9147,1,1,124.0,126.8,1,0,0,20,0,0,15.5,2.8,-4.06
1,1,9500,1,1,124.0,116.7,1,0,0,18,1,0,15.5,2.8,-4.06
17,6,9556,1,1,134.0,128.5,1,0,0,18,1,0,12.7,3.7,-1.7
1,4,9500,1,1,137.0,127.5,1,0,0,18,0,0,9.4,-0.8,-3.12
1,1,9500,1,1,124.0,117.5,1,0,1,19,0,0,9.4,-0.8,-3.12
42,3,9500,1,1,136.0,148.8,1,0,0,19,1,0,9.4,-0.8,-3.12
1,4,9500,1,1,126.0,120.2,0,0,0,19,1,0,12.4,0.5,1.79
1,4,9500,1,1,142.0,127.3,1,0,0,18,0,0,10.8,1.4,1.74
17,2,171,1,1,141.0,136.1,1,0,0,18,1,0,12.7,3.7,-1.7
43,2,9670,1,1,129.0,122.4,1,0,0,19,0,0,12.7,3.7,-1.7
7,0,9003,1,3,130.0,130.0,1,0,0,23,0,0,15.5,2.8,-4.06
1,2,9238,1,1,136.0,121.7,1,0,0,21,1,0,13.9,-0.3,0.79
1,3,9500,1,1,137.0,122.7,1,0,0,18,1,0,16.2,0.3,-0.92
1,1,9853,1,1,125.0,129.2,1,0,0,20,0,0,10.8,1.4,1.74
43,1,9773,1,1,119.0,105.0,1,0,0,23,0,0,16.2,0.3,-0.92
1,1,9238,1,1,132.0,129.9,1,0,0,20,0,0,10.8,1.4,1.74
1,1,9070,1,1,152.0,136.3,0,0,0,18,1,0,13.9,-0.3,0.79
1,1,8014,0,1,125.0,114.9,0,0,0,29,0,0,9.4,-0.8,-3.12
39,1,9773,1,9,133.1,102.0,1,0,1,28,0,0,7.6,2.6,0.32
1,3,9670,1,1,120.0,111.3,1,0,1,19,0,0,9.4,-0.8,-3.12
39,1,9670,1,1,148.0,130.9,0,0,1,24,0,0,10.8,1.4,1.74
39,1,171,1,1,133.1,100.0,0,0,1,33,1,0,15.5,2.8,-4.06
17,1,9147,1,1,115.0,112.9,1,0,1,19,0,0,9.4,-0.8,-3.12
1,1,9085,1,1,120.0,112.7,0,0,1,19,0,0,11.1,0.6,2.02
39,1,8014,0,1,133.1,143.0,0,0,1,37,0,0,12.7,3.7,-1.7
1,1,171,1,1,168.0,155.1,1,0,1,18,1,0,12.7,3.7,-1.7
39,1,9991,0,1,130.0,127.6,0,0,1,29,0,0,7.6,2.6,0.32
39,1,9500,1,38,133.1,146.6,0,0,1,37,0,0,13.9,-0.3,0.79
39,1,9500,1,1,137.0,141.0,0,0,1,36,0,0,12.4,0.5,1.79
1,2,9670,1,1,123.0,120.6,1,0,1,19,0,0,8.9,1.4,3.51
42,1,9500,1,1,150.0,110.0,1,0,1,33,1,0,9.4,-0.8,-3.12
42,1,9119,1,1,120.0,108.6,0,0,1,34,0,0,15.5,2.8,-4.06
1,1,9254,1,1,145.0,134.9,1,0,0,18,0,0,12.4,0.5,1.79
44,1,9130,1,39,120.0,120.0,1,0,0,20,0,0,12.4,0.5,1.79
1,1,9773,1,1,142.0,141.3,0,0,0,19,1,0,13.9,-0.3,0.79
1,3,9085,1,1,147.0,135.6,1,0,0,20,0,0,13.9,-0.3,0.79
1,1,9238,1,1,125.0,121.5,1,0,0,19,1,0,12.4,0.5,1.79
1,4,9500,1,1,126.0,125.0,1,0,0,19,0,0,12.4,0.5,1.79
18,2,9773,1,1,132.0,119.1,1,0,0,22,1,1,9.4,-0.8,-3.12
1,1,9670,1,1,122.0,126.6,1,0,0,18,0,0,11.1,0.6,2.02
1,1,9773,1,1,123.0,116.7,0,0,0,18,1,0,12.4,0.5,1.79
1,3,9500,1,1,126.0,120.1,1,0,0,19,0,0,12.4,0.5,1.79
1,1,9853,1,1,128.0,124.9,0,0,0,19,1,0,12.7,3.7,-1.7
39,1,9500,1,1,100.0,114.0,1,0,0,31,0,0,7.6,2.6,0.32
17,5,9500,1,1,140.0,131.1,1,0,0,18,0,0,11.1,0.6,2.02
1,1,9238,1,1,145.0,129.3,0,0,0,19,1,0,10.8,1.4,1.74
1,1,171,1,1,143.0,129.7,1,0,0,18,0,0,13.9,-0.3,0.79
17,1,9238,1,1,132.0,120.8,0,0,0,19,1,0,15.5,2.8,-4.06
1,1,9500,1,1,130.0,135.0,0,0,0,19,0,0,7.6,2.6,0.32
1,1,9147,1,1,129.0,117.8,0,0,0,19,1,0,10.8,1.4,1.74
7,1,8014,0,3,124.4,130.0,0,0,0,30,0,0,7.6,2.6,0.32
43,1,9773,1,1,127.0,117.6,1,0,0,18,0,0,16.2,0.3,-0.92
18,6,9500,1,1,144.0,130.8,1,0,0,18,0,0,12.7,3.7,-1.7
18,5,9085,1,1,121.0,111.9,1,0,0,21,0,0,12.7,3.7,-1.7
44,1,9238,1,1,150.0,145.9,0,0,0,19,1,0,13.9,-0.3,0.79
17,1,9670,1,1,115.0,109.1,1,0,0,19,1,0,12.4,0.5,1.79
1,5,9500,1,1,125.0,120.3,1,0,0,19,0,0,13.9,-0.3,0.79
17,1,9130,1,1,117.0,113.5,1,0,0,19,0,0,8.9,1.4,3.51
1,2,9670,1,1,121.0,135.4,1,0,0,19,1,0,8.9,1.4,3.51
39,1,9991,0,1,140.0,130.2,0,0,0,39,1,0,16.2,0.3,-0.92
1,2,9070,1,1,129.0,136.4,1,0,0,18,0,0,7.6,2.6,0.32
17,1,171,1,1,130.0,126.9,1,0,0,20,0,0,12.7,3.7,-1.7
17,5,9147,1,1,131.0,119.8,1,0,0,19,0,0,8.9,1.4,3.51
17,3,9147,1,1,137.0,124.4,1,0,0,18,0,0,11.1,0.6,2.02
39,1,9003,1,1,150.0,120.0,0,0,0,34,0,0,11.1,0.6,2.02
1,2,9670,1,1,117.0,111.8,0,0,0,22,0,0,7.6,2.6,0.32
39,1,9085,1,1,133.1,130.0,1,0,0,24,0,0,13.9,-0.3,0.79
43,1,9147,1,1,130.0,138.0,0,0,0,34,0,0,7.6,2.6,0.32
39,1,9991,0,1,110.0,114.6,1,0,0,46,0,0,7.6,2.6,0.32
39,2,9147,1,1,140.0,108.0,0,0,0,50,0,0,9.4,-0.8,-3.12
39,1,9991,0,1,140.0,140.0,0,0,0,37,0,0,15.5,2.8,-4.06
1,2,9085,1,1,148.0,134.7,1,0,0,18,0,0,8.9,1.4,3.51
39,1,9085,1,1,130.0,110.0,0,0,0,25,1,0,11.1,0.6,2.02
39,1,9003,1,1,140.0,104.8,0,0,0,46,0,0,15.5,2.8,-4.06
39,1,9070,1,1,160.0,126.5,0,0,0,30,1,0,13.9,-0.3,0.79
1,1,9991,0,1,130.0,118.1,0,0,0,37,0,0,12.7,3.7,-1.7
39,1,9991,0,1,120.0,119.9,0,0,0,50,0,0,12.7,3.7,-1.7
44,1,9003,1,39,160.0,160.0,1,0,0,20,0,0,12.4,0.5,1.79
39,2,9556,1,12,133.1,100.5,0,0,0,39,0,0,11.1,0.6,2.02
39,1,9773,1,19,133.1,110.0,0,0,0,53,0,0,15.5,2.8,-4.06
42,1,9147,1,1,100.0,100.0,1,0,0,54,0,0,15.5,2.8,-4.06
44,1,9085,1,39,140.0,140.0,1,0,0,19,0,0,13.9,-0.3,0.79
18,2,9773,1,1,109.0,109.0,1,0,0,20,0,0,8.9,1.4,3.51
1,3,9773,1,1,130.0,120.9,1,0,0,18,0,0,8.9,1.4,3.51
53,1,9003,1,42,130.0,125.8,0,0,0,21,0,0,8.9,1.4,3.51
18,3,9070,1,1,164.0,161.2,1,0,0,18,0,0,13.9,-0.3,0.79
1,1,9500,1,1,125.0,122.0,1,0,0,19,0,0,11.1,0.6,2.02
17,1,9500,1,1,137.0,127.9,1,0,0,18,1,0,11.1,0.6,2.02
1,1,9773,1,1,133.0,135.8,1,0,0,19,0,0,11.1,0.6,2.02
1,1,171,1,1,163.0,149.7,1,0,0,18,1,0,13.9,-0.3,0.79
1,2,9670,1,1,160.0,137.3,1,0,0,19,0,0,12.7,3.7,-1.7
43,1,8014,0,12,133.1,106.0,1,0,0,48,0,0,7.6,2.6,0.32
43,1,9238,1,1,120.0,110.0,0,0,0,34,0,0,13.9,-0.3,0.79
1,1,9085,1,1,140.0,146.4,0,0,0,18,0,0,7.6,2.6,0.32
39,1,8014,0,1,140.0,121.0,0,0,0,50,0,0,10.8,1.4,1.74
43,1,9853,1,1,140.0,125.2,0,0,0,41,0,0,12.4,0.5,1.79
17,2,9773,1,1,115.0,119.6,1,0,0,22,1,0,7.6,2.6,0.32
39,1,9147,1,1,140.0,142.8,0,0,0,43,0,0,7.6,2.6,0.32
39,1,8014,0,19,133.1,123.5,0,0,0,50,0,0,10.8,1.4,1.74
39,1,9003,1,19,133.1,100.0,0,0,0,60,0,0,13.9,-0.3,0.79
39,1,9147,1,1,110.0,140.0,0,0,0,41,0,0,9.4,-0.8,-3.12
39,1,9991,0,19,133.1,150.3,0,0,0,47,0,0,7.6,2.6,0.32
1,1,171,1,3,116.0,128.2,0,0,0,22,0,0,11.1,0.6,2.02
39,1,9500,1,1,110.0,114.3,0,0,0,41,0,0,10.8,1.4,1.74
43,1,9991,0,1,140.0,117.3,0,0,0,28,0,0,7.6,2.6,0.32
42,1,9254,1,2,120.0,120.0,0,0,0,32,0,0,10.8,1.4,1.74
39,1,9991,0,12,133.1,110.7,1,0,0,50,0,0,7.6,2.6,0.32
51,1,9147,1,1,160.0,118.0,0,0,0,53,0,0,8.9,1.4,3.51
39,1,9556,1,1,133.1,169.2,0,0,0,54,0,1,12.4,0.5,1.79
39,1,8014,0,1,120.0,106.8,0,0,0,49,0,0,13.9,-0.3,0.79
42,1,9853,1,1,133.1,100.0,0,0,0,34,0,0,12.7,3.7,-1.7
39,1,8014,0,1,133.1,144.5,0,0,0,45,0,0,16.2,0.3,-0.92
39,1,8014,0,19,133.1,134.5,0,0,0,47,1,0,12.4,0.5,1.79
43,1,9238,1,1,122.0,114.3,1,0,0,22,0,0,9.4,-0.8,-3.12
39,1,9991,0,1,133.1,113.4,0,0,0,33,0,0,12.4,0.5,1.79
39,1,8014,0,1,140.0,128.0,0,0,0,43,1,0,8.9,1.4,3.51
7,1,9003,1,3,120.0,120.0,0,0,0,54,0,0,15.5,2.8,-4.06
39,1,8014,0,2,130.0,147.5,0,0,0,39,0,0,12.7,3.7,-1.7
39,1,9991,0,1,120.0,120.7,0,0,0,39,0,0,7.6,2.6,0.32
1,1,9853,1,1,153.0,153.7,0,0,0,18,1,0,15.5,2.8,-4.06
17,1,9238,1,1,131.0,121.9,0,0,0,19,1,0,16.2,0.3,-0.92
17,4,9670,1,1,126.0,119.4,1,0,0,18,1,0,8.9,1.4,3.51
39,1,8014,0,12,110.0,157.8,0,0,0,44,0,0,7.6,2.6,0.32
39,1,9991,0,1,150.0,154.0,0,0,0,27,0,0,12.4,0.5,1.79
1,2,9670,1,1,131.0,135.9,1,0,0,18,1,0,8.9,1.4,3.51
43,1,8014,0,1,130.0,130.0,0,0,0,45,0,0,9.4,-0.8,-3.12
17,4,9853,1,1,122.0,118.9,1,0,0,20,0,0,7.6,2.6,0.32
1,1,8014,0,1,151.0,152.4,0,0,0,40,0,0,10.8,1.4,1.74
39,1,9991,0,1,120.0,147.8,0,0,0,40,0,0,13.9,-0.3,0.79
43,1,9500,1,1,136.0,100.0,0,0,0,18,0,0,13.9,-0.3,0.79
18,6,9500,1,1,140.0,129.0,1,0,0,21,0,0,12.7,3.7,-1.7
17,2,171,1,1,131.0,148.9,1,0,0,20,0,0,9.4,-0.8,-3.12
43,1,9991,0,2,120.0,120.0,0,0,0,36,0,0,9.4,-0.8,-3.12
7,1,8014,0,3,170.0,170.0,0,0,0,27,0,0,9.4,-0.8,-3.12
39,1,9556,1,1,100.0,130.0,0,0,0,32,0,1,12.7,3.7,-1.7
17,1,9238,1,1,116.0,119.2,1,0,0,18,1,0,8.9,1.4,3.51
39,1,8014,0,1,133.1,129.0,0,0,0,37,0,0,16.2,0.3,-0.92
17,1,9773,1,1,136.0,132.5,1,0,0,19,0,0,10.8,1.4,1.74
39,2,8014,0,1,160.0,115.0,0,0,0,41,1,0,10.8,1.4,1.74
1,4,9500,1,1,140.0,128.0,0,0,0,18,1,0,7.6,2.6,0.32
43,1,9085,1,1,130.0,125.1,0,0,0,21,0,0,7.6,2.6,0.32
44,1,9003,1,1,140.0,140.0,1,0,0,23,0,0,12.4,0.5,1.79
17,2,9773,1,1,123.0,120.9,1,0,0,18,0,0,13.9,-0.3,0.79
1,6,9500,1,1,143.0,135.3,1,0,0,18,0,0,9.4,-0.8,-3.12
43,4,9085,1,1,133.1,125.2,0,0,0,21,0,0,7.6,2.6,0.32
1,2,9238,1,1,136.0,135.7,1,0,0,19,0,0,7.6,2.6,0.32
39,2,9147,1,1,133.1,110.0,0,0,0,47,0,0,9.4,-0.8,-3.12
39,1,8014,0,1,133.1,119.0,0,0,0,48,1,0,10.8,1.4,1.74
7,1,8014,0,3,110.0,110.0,0,0,0,39,0,0,16.2,0.3,-0.92
1,1,9500,1,1,118.0,115.2,1,0,0,19,0,0,11.1,0.6,2.02
43,1,9991,0,2,110.0,112.9,0,0,0,38,0,0,9.4,-0.8,-3.12
39,1,9003,1,19,133.1,119.4,0,0,0,27,0,0,8.9,1.4,3.51
1,1,171,1,1,162.0,152.9,1,0,0,18,1,0,12.4,0.5,1.79
39,1,8014,0,1,155.0,117.5,0,0,0,34,0,0,12.7,3.7,-1.7
39,1,9238,1,19,133.1,98.5,0,0,0,48,0,0,15.5,2.8,-4.06
39,1,9670,1,1,150.0,108.0,0,0,0,25,0,0,7.6,2.6,0.32
39,1,9500,1,1,133.1,120.0,0,0,0,32,1,0,12.7,3.7,-1.7
1,1,9773,1,1,154.0,150.2,0,0,0,18,1,0,16.2,0.3,-0.92
44,1,8014,0,39,140.0,139.2,0,0,0,20,0,0,12.4,0.5,1.79
1,1,9147,1,1,158.0,130.0,1,0,0,20,0,0,7.6,2.6,0.32
1,1,171,1,1,122.0,115.7,1,0,0,20,0,0,9.4,-0.8,-3.12
1,3,9500,1,1,136.0,127.0,1,0,0,19,0,0,9.4,-0.8,-3.12
39,1,9991,0,9,133.1,118.1,1,0,0,39,0,0,7.6,2.6,0.32
1,1,9130,1,1,132.0,119.1,1,0,0,29,0,0,10.8,1.4,1.74
39,1,9991,0,1,130.0,111.9,0,0,0,36,0,0,12.7,3.7,-1.7
1,6,9500,1,1,144.0,130.5,1,0,0,18,0,0,12.7,3.7,-1.7
39,1,8014,0,12,133.1,135.0,0,0,0,51,0,0,7.6,2.6,0.32
43,1,9773,1,1,133.1,130.0,0,0,0,23,0,1,7.6,2.6,0.32
44,1,9085,1,1,150.0,150.0,1,0,0,21,0,0,10.8,1.4,1.74
43,5,9853,1,1,150.0,150.2,1,0,0,28,0,0,9.4,-0.8,-3.12
39,1,9991,0,1,110.0,127.1,0,0,0,34,0,0,7.6,2.6,0.32
39,1,8014,0,1,100.0,107.5,0,0,0,41,0,0,12.7,3.7,-1.7
39,1,8014,0,3,100.0,130.0,0,0,0,43,1,0,9.4,-0.8,-3.12
39,2,9556,1,1,133.1,152.8,1,0,0,28,0,1,12.4,0.5,1.79
1,1,171,1,1,145.0,160.1,0,0,0,19,1,0,8.9,1.4,3.51
39,1,9003,1,1,130.0,140.0,0,0,0,26,0,0,15.5,2.8,-4.06
1,4,9500,1,1,118.0,110.7,1,0,0,18,0,0,12.4,0.5,1.79
39,1,9853,1,1,133.1,138.3,0,0,0,45,0,0,11.1,0.6,2.02
44,1,9853,1,39,150.0,150.0,0,0,0,19,0,0,12.4,0.5,1.79
17,6,9670,1,1,113.0,112.3,0,0,0,20,0,0,11.1,0.6,2.02
1,6,9853,1,1,136.0,122.0,0,0,0,18,0,0,7.6,2.6,0.32
39,1,9085,1,1,140.0,141.7,1,0,0,27,0,0,12.4,0.5,1.79
1,1,9003,1,1,131.0,118.4,0,0,0,20,0,0,13.9,-0.3,0.79
1,3,9085,1,1,138.0,128.7,1,0,0,18,0,0,8.9,1.4,3.51
39,2,9670,1,1,100.0,100.0,0,0,0,35,0,0,9.4,-0.8,-3.12
39,1,171,1,1,140.0,100.8,0,1,0,26,0,0,16.2,0.3,-0.92
39,1,9238,1,1,120.0,125.5,1,0,0,39,1,0,12.7,3.7,-1.7
1,1,171,1,1,139.0,124.0,1,0,0,18,0,0,7.6,2.6,0.32
7,1,9500,1,3,130.0,130.0,0,0,0,36,0,0,16.2,0.3,-0.92
39,1,8014,0,3,110.0,160.5,0,0,0,38,0,0,13.9,-0.3,0.79
39,1,9853,1,19,133.1,100.0,0,0,0,45,0,0,7.6,2.6,0.32
39,1,9254,1,1,133.1,103.0,0,0,0,62,0,0,10.8,1.4,1.74
1,1,9670,1,1,133.1,103.0,1,0,0,20,1,0,10.8,1.4,1.74
1,1,9500,1,1,139.0,131.5,1,0,0,18,0,0,10.8,1.4,1.74
18,3,9070,1,1,134.0,121.4,0,0,0,18,0,0,9.4,-0.8,-3.12
1,1,9991,0,3,160.0,137.3,0,0,0,23,0,0,9.4,-0.8,-3.12
1,1,9070,1,1,124.0,138.4,1,0,0,19,1,0,13.9,-0.3,0.79
17,1,9147,1,1,137.0,131.1,1,0,0,19,1,0,8.9,1.4,3.51
42,1,9500,1,1,157.0,100.0,0,0,0,18,0,0,13.9,-0.3,0.79
17,4,9500,1,1,138.0,133.0,1,0,0,18,0,0,9.4,-0.8,-3.12
39,2,8014,0,1,100.0,100.0,0,0,0,41,0,0,7.6,2.6,0.32
39,1,9670,1,1,130.0,159.0,0,0,0,51,1,0,12.4,0.5,1.79
43,2,9238,1,1,133.1,120.6,1,0,0,24,0,0,16.2,0.3,-0.92
39,1,9991,0,3,120.0,134.0,0,0,0,25,0,0,16.2,0.3,-0.92
5,1,9085,1,1,150.0,139.4,0,0,0,18,0,0,7.6,2.6,0.32
16,6,9147,1,1,128.0,116.5,1,0,0,20,0,0,7.6,2.6,0.32
1,1,171,1,1,124.0,113.9,1,1,0,19,0,0,13.9,-0.3,0.79
43,1,9991,0,3,130.0,130.0,0,0,0,41,0,0,16.2,0.3,-0.92
1,2,9254,1,1,132.0,129.9,1,0,0,19,1,0,8.9,1.4,3.51
42,1,9853,1,12,133.1,133.7,0,0,0,28,0,0,16.2,0.3,-0.92
1,3,9070,1,1,129.0,124.8,1,0,0,21,0,0,12.4,0.5,1.79
1,1,9085,1,1,135.0,133.6,1,0,0,22,0,0,9.4,-0.8,-3.12
17,4,9773,1,1,138.0,133.5,1,0,0,18,0,0,10.8,1.4,1.74
1,1,9070,1,1,135.0,128.0,1,0,0,19,1,0,10.8,1.4,1.74
17,6,9500,1,1,131.0,127.2,1,0,0,19,1,0,11.1,0.6,2.02
7,1,9853,1,3,150.0,150.0,0,0,0,25,0,0,10.8,1.4,1.74
42,4,9500,1,6,133.0,127.8,1,0,0,18,1,0,7.6,2.6,0.32
17,1,9070,1,1,135.0,125.2,1,0,0,19,0,0,12.7,3.7,-1.7
43,2,9853,1,1,118.0,110.0,1,0,0,20,0,0,10.8,1.4,1.74
39,1,8014,0,19,100.0,100.0,0,0,0,46,0,0,7.6,2.6,0.32
17,1,171,1,1,158.0,151.4,1,0,0,19,0,0,8.9,1.4,3.51
1,2,9254,1,1,137.0,125.1,1,0,0,18,0,0,7.6,2.6,0.32
1,1,9130,1,1,172.0,163.3,1,0,0,18,1,0,13.9,-0.3,0.79
18,1,9500,1,1,123.0,118.0,1,0,0,19,1,0,10.8,1.4,1.74
1,2,9773,1,1,144.0,140.2,1,0,0,20,0,0,16.2,0.3,-0.92
39,1,8014,0,1,140.0,128.5,0,0,0,38,1,0,9.4,-0.8,-3.12
17,1,9773,1,1,136.0,131.5,1,0,0,18,0,0,13.9,-0.3,0.79
17,5,9500,1,1,137.0,132.6,1,0,0,18,1,0,13.9,-0.3,0.79
17,1,9238,1,1,128.0,122.1,1,0,0,18,0,0,13.9,-0.3,0.79
17,1,9147,1,1,120.0,112.0,0,0,0,20,0,0,15.5,2.8,-4.06
1,1,9130,1,1,130.0,133.0,1,0,0,19,0,0,12.4,0.5,1.79
39,1,8014,0,1,138.0,127.0,0,0,0,37,0,0,10.8,1.4,1.74
